"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.181045592E1,3.952423228E-1,9.894646633E-1,5.397262175E-1,1.194387376E0
2.182046292E1,-8.302044891E-2,1.278863831E0,1.156345367E-2,1.281607899E0
2.183046892E1,-4.160884506E-1,1.309138960E0,-3.675536370E-1,1.421995109E0
2.184047592E1,-6.362302727E-1,1.163117613E0,-3.813953121E-1,1.379526703E0
2.185048292E1,-8.612188518E-1,8.572328049E-1,-1.182460494E-1,1.220871869E0
2.186048892E1,-1.236695466E0,4.160592145E-1,1.909748141E-1,1.318708582E0
2.187049592E1,-1.691110515E0,-2.207750756E-1,3.381047201E-1,1.738652124E0
2.188050292E1,-2.055974286E0,-6.876150191E-1,4.126649789E-1,2.206838704E0
2.189050992E1,-2.252576534E0,-1.064539404E0,4.396498060E-1,2.529948050E0
2.190051592E1,-2.313755659E0,-1.205758433E0,3.374988024E-1,2.630821942E0
2.191052292E1,-2.280414104E0,-1.064230086E0,1.794719522E-1,2.522911878E0
2.192052992E1,-2.099949734E0,-4.891114032E-1,3.620493606E-2,2.156462299E0
2.193053592E1,-1.875503191E0,2.366689771E-1,-1.897748192E-1,1.899878656E0
2.194054292E1,-1.698462365E0,7.096233541E-1,-5.293414164E-1,1.915343845E0
2.195054992E1,-1.379471316E0,8.392502779E-1,-1.021059728E0,1.910456780E0
2.196055592E1,-1.066689717E0,6.266770917E-1,-1.461057808E0,1.914481927E0
2.197056292E1,-6.222696067E-1,3.036780685E-1,-1.749068263E0,1.881137852E0
2.198056992E1,4.171535209E-2,-5.637885332E-3,-1.955677289E0,1.956130265E0
2.199057592E1,8.107860321E-1,-5.872007847E-2,-1.948051350E0,2.110859091E0
2.200058292E1,1.424034993E0,-2.026685876E-1,-1.610610874E0,2.159402140E0
2.201058992E1,1.731040127E0,-6.445947146E-1,-1.163047519E0,2.182815109E0
2.202059592E1,1.673724696E0,-1.032243478E0,-5.607912505E-1,2.044839305E0
2.203060292E1,1.343717931E0,-1.097627043E0,-1.837265325E-1,1.744740222E0
2.204060992E1,7.932500131E-1,-1.019901760E0,-5.389928305E-1,1.399985162E0
2.205061692E1,-6.300272539E-2,-9.330004406E-1,-1.583327765E0,1.838854529E0
2.206062292E1,-1.347232985E0,-9.532329762E-1,-2.836084363E0,3.281320518E0
2.207062992E1,-2.608433255E0,-8.793972605E-1,-3.202196077E0,4.222715158E0
2.208063692E1,-2.810560098E0,-8.865121526E-1,-1.814355934E0,3.460785939E0
2.209064292E1,-2.236093672E0,-8.921096921E-1,-6.107474490E-1,2.483744564E0
2.210064992E1,-9.410109068E-1,-6.790488482E-1,1.458178639E-2,1.160526386E0
2.211065692E1,3.536952974E-1,-5.502563220E-1,5.092492139E-1,8.289856122E-1
2.212066292E1,8.395602534E-1,-4.031093860E-1,7.071496164E-1,1.169366998E0
2.213066992E1,1.092390350E0,-1.723583758E-1,8.993171894E-1,1.425410640E0
2.214067692E1,1.188238713E0,-8.356255889E-2,1.364036129E0,1.810935808E0
2.215068292E1,9.467206398E-1,-7.239730060E-2,1.648588539E0,1.902463012E0
2.216068992E1,4.357798263E-1,-3.669402641E-1,2.013983384E0,2.093006996E0
2.217069692E1,-1.196285212E0,-7.618705648E-1,2.709217325E0,3.058006472E0
2.218070292E1,-1.611370427E0,-6.530585593E-1,1.476674698E0,2.281133117E0
2.219070992E1,-1.563082220E0,-7.949757457E-1,4.631113203E-1,1.813748758E0
2.220071692E1,-1.222672454E0,-8.776366639E-1,2.028188610E-1,1.518653856E0
2.221072292E1,-4.024056736E-1,-7.801764429E-1,2.966445259E-1,9.266086460E-1
2.222072992E1,-3.977105056E-1,-7.588539863E-1,7.407966149E-1,1.132613192E0
2.223073692E1,-5.945683495E-1,-5.702491218E-1,7.861160445E-1,1.138715952E0
2.224074392E1,-1.038654219E0,-8.383737803E-2,2.162253571E-1,1.064229626E0
2.225074992E1,-1.249806239E0,3.631670558E-1,-3.659725499E-1,1.351977017E0
2.226075692E1,-1.058404725E0,6.574837321E-1,-5.517279931E-1,1.362684555E0
2.227076392E1,-3.079775262E-1,9.965573359E-1,-4.634747247E-1,1.141396294E0
2.228076992E1,7.721693388E-1,1.441134006E0,-4.547166920E-1,1.697020913E0
2.229077692E1,1.565344946E0,1.453441810E0,-7.420267960E-1,2.261283189E0
2.230078392E1,1.595929100E0,1.160284637E0,-9.388125730E-1,2.185090199E0
2.231078992E1,8.850561959E-1,6.678759885E-1,-4.807194062E-1,1.208500705E0
2.232079692E1,4.703567514E-1,4.307246161E-1,3.961503223E-2,6.390058836E-1
2.233080392E1,3.453918126E-1,4.884635317E-1,3.681781197E-1,7.024580086E-1
2.234080992E1,1.803252071E-2,5.118219888E-1,5.695960609E-1,7.659808043E-1
2.235081692E1,-1.935894696E-1,4.783408320E-1,6.120339096E-1,8.005450273E-1
2.236082392E1,-2.111365253E-1,4.509489655E-1,2.568868947E-1,5.602896380E-1
2.237082992E1,-4.713355753E-1,4.111668491E-1,2.748413551E-1,6.831933642E-1
2.238083692E1,-6.499355614E-1,3.900098687E-1,5.661999249E-1,9.461005690E-1
2.239084392E1,-6.692692338E-1,2.638696396E-1,9.237150621E-1,1.170810834E0
2.240085092E1,-9.178500125E-1,1.294316268E-1,1.051737364E0,1.401910366E0
2.241085692E1,-1.299582855E0,1.299736637E-1,1.030690969E0,1.663770604E0
2.242086392E1,-1.495813220E0,2.026615709E-1,8.936182006E-1,1.754161449E0
2.243087092E1,-1.498100358E0,3.856034070E-1,6.266892978E-1,1.669051870E0
2.244087692E1,-1.403783893E0,6.897738111E-1,3.135896107E-1,1.595222734E0
2.245088392E1,-1.320232297E0,8.796083450E-1,1.340999707E-1,1.592076305E0
2.246089092E1,-1.257001384E0,8.147995609E-1,2.302867413E-2,1.498159245E0
2.247089692E1,-1.398209449E0,4.955170280E-1,-4.972133783E-1,1.564528023E0
2.248090392E1,-1.127953627E0,4.619885087E-3,-1.215576566E0,1.658290419E0
2.249091092E1,-3.639347953E-1,-2.879601681E-1,-1.424265958E0,1.497966326E0
2.250091692E1,4.298159587E-1,-1.919950801E-1,-1.131408162E0,1.225433923E0
2.251092392E1,8.776714548E-1,7.886607528E-2,-6.043156580E-1,1.068515070E0
2.252093092E1,6.618317217E-1,3.380632049E-1,-6.228103280E-2,7.457793811E-1
2.253093692E1,-3.143463135E-2,7.641872317E-1,1.195428157E-1,7.741193357E-1
2.254094392E1,-5.400751501E-1,1.126875401E0,1.458037575E-1,1.258089056E0
2.255095092E1,-7.802948490E-1,1.015377769E0,-1.705211806E-1,1.291870558E0
2.256095792E1,-5.521239227E-1,7.392950499E-1,-6.200387478E-1,1.111686127E0
2.257096392E1,2.121135950E-1,1.994520342E-1,-7.775766977E-1,8.303004347E-1
2.258097092E1,8.800910327E-1,-2.794396055E-1,-5.907547224E-1,1.096192438E0
2.259097792E1,1.232101016E0,-4.890149242E-1,-3.812816568E-1,1.379341949E0
2.260098392E1,1.105697663E0,-8.080091894E-1,-2.761277425E-1,1.397029957E0
2.261099092E1,5.681014395E-1,-1.060137035E0,-1.806355481E-1,1.216247911E0
2.262099792E1,1.742967278E-2,-8.543448651E-1,-2.033321735E-1,8.783808484E-1
2.263100392E1,-3.064186585E-1,-3.964856601E-1,-1.604148531E-1,5.261427544E-1
2.264101092E1,-5.497917607E-1,-1.312618053E-1,-1.684816718E-1,5.898192227E-1
2.265101792E1,-4.131692281E-1,5.163091421E-4,-5.895045877E-1,7.198782790E-1
2.266102429E1,2.619906369E-1,-1.032858020E-1,-8.082303603E-1,8.558874728E-1
2.267103129E1,1.217091506E0,-1.845515746E-1,-8.197622390E-1,1.478979765E0
2.268103829E1,2.338626645E0,-8.772460699E-2,-1.051556539E0,2.565665867E0
2.269104429E1,3.477724480E0,-1.002008110E-1,-1.247951356E0,3.696212974E0
2.270105129E1,4.214651700E0,-2.270438755E-1,-1.080447266E0,4.356857143E0
2.271105829E1,4.020163367E0,-2.197617531E-1,-7.401521786E-1,4.093633346E0
2.272106529E1,2.649880658E0,-6.516487956E-2,-4.539076567E-2,2.651070404E0
2.273107129E1,1.008116989E0,-7.322994411E-2,4.782379210E-1,1.118201233E0
2.274107829E1,-2.308308247E-1,-2.973800325E-1,5.864535105E-1,6.968826826E-1
2.275108529E1,-7.127147770E-1,-4.949083328E-1,8.058410418E-1,1.184177519E0
2.276109129E1,-6.587707043E-1,-3.892468071E-1,8.869606340E-1,1.171405602E0
2.277109829E1,-6.997614402E-1,3.313821763E-1,9.937996428E-1,1.259808696E0
2.278110529E1,-3.632600266E-1,1.264555110E0,1.236834484E0,1.805773245E0
2.279111129E1,5.374740162E-1,1.419672970E0,2.038950849E0,2.541981555E0
2.280111829E1,1.457897096E0,6.287136769E-1,2.260987169E0,2.762753664E0
2.281112529E1,1.814177594E0,-1.342643505E-1,1.600000516E0,2.422657406E0
2.282113129E1,1.405407226E0,-7.518367428E-1,8.730302274E-1,1.817308377E0
2.283113829E1,9.395452291E-1,-9.854698455E-1,5.114886975E-1,1.454481606E0
2.284114529E1,8.135128811E-1,-7.304248238E-1,5.626553428E-1,1.229595326E0
2.285115129E1,3.387294951E-1,-1.622824538E-1,6.987283833E-1,7.932809208E-1
2.286115829E1,1.398630595E-1,6.009241998E-1,6.655954282E-1,9.075730513E-1
2.287116529E1,4.386990488E-2,1.126408208E0,5.576338271E-1,1.257646812E0
2.288117129E1,-4.809726638E-1,1.067134398E0,5.754268312E-1,1.304310763E0
2.289117829E1,-9.169480795E-1,5.546078199E-1,6.302655280E-1,1.243228961E0
2.290118529E1,-1.144494231E0,-2.834700912E-1,1.420763768E-2,1.179162497E0
2.291119229E1,-6.707756227E-1,-8.517182958E-1,-5.181897528E-1,1.201617498E0
2.292119829E1,-1.502330965E-1,-8.244392806E-1,-2.884314537E-1,8.862634000E-1
2.293120529E1,3.675208926E-2,-4.318040121E-1,-3.823859766E-2,4.350489757E-1
2.294121229E1,1.588407826E-1,-8.403150558E-2,2.250488055E-1,2.879907169E-1
2.295121829E1,2.031088829E-2,1.263320178E-1,2.185841238E-1,2.532811286E-1
2.296122529E1,1.442762455E-1,3.056772316E-1,-6.438266829E-2,3.440920413E-1
2.297123229E1,4.185495436E-2,4.047132772E-1,-2.452804640E-2,4.076104746E-1
2.298123829E1,-2.124948335E-1,4.837459981E-1,-2.121391766E-1,5.693568962E-1
2.299124529E1,1.038178986E-1,4.818859988E-1,-6.338754527E-1,8.029883944E-1
2.300125229E1,6.227445468E-1,3.058432925E-1,-8.036563759E-1,1.061703565E0
2.301125829E1,1.169627903E0,1.702791059E-1,-7.994276695E-1,1.426922914E0
2.302126529E1,1.407071051E0,7.933619142E-2,-6.499927180E-1,1.551977354E0
2.303127229E1,1.282165754E0,3.049673796E-2,-6.357184951E-1,1.431438813E0
2.304127829E1,1.065521151E0,1.306075019E-1,-6.705621994E-1,1.265720074E0
2.305128529E1,2.237451687E-1,1.026192194E-1,-7.155859061E-1,7.567402419E-1
2.306129229E1,-8.128117999E-1,2.142039746E-1,-4.957785447E-1,9.758804897E-1
2.307129929E1,-1.509296460E0,6.924816567E-1,2.450649941E-1,1.678559949E0
2.308130529E1,-2.127022927E0,1.238901036E0,8.695267220E-1,2.610589785E0
2.309131229E1,-2.486755913E0,1.519070374E0,1.317231506E0,3.197910038E0
2.310131929E1,-2.522641152E0,1.577828459E0,1.411896758E0,3.293434907E0
2.311132529E1,-1.931104950E0,1.493142065E0,8.496530592E-1,2.584675971E0
2.312133229E1,-8.689377612E-1,1.117566633E0,7.528373475E-1,1.603362743E0
2.313133929E1,-4.554980993E-1,3.825418049E-1,1.101450537E0,1.251802715E0
2.314134529E1,-6.142912272E-1,-2.830011445E-1,1.302613321E0,1.467734589E0
2.315135229E1,-1.206673230E0,-6.689407665E-1,1.295673991E0,1.892699956E0
2.316135929E1,-1.813369508E0,-5.827405286E-1,9.930994387E-1,2.148055398E0
2.317136529E1,-1.636496790E0,-2.445422530E-1,6.264157212E-1,1.769270842E0
2.318137229E1,-7.837748194E-1,2.475038677E-1,2.051554084E-2,8.221812571E-1
2.319137929E1,7.946313447E-1,6.084051275E-1,-8.433368969E-1,1.308744778E0
2.320138529E1,2.448299945E0,8.515680224E-1,-1.335174418E0,2.915824316E0
2.321139229E1,3.008303283E0,1.143059324E0,-1.597765857E0,3.592955468E0
2.322139929E1,2.980170867E0,1.357149863E0,-1.657960603E0,3.670436964E0
2.323140529E1,2.909688529E0,1.250384383E0,-1.494074696E0,3.501714957E0
2.324141229E1,1.870968091E0,7.754314274E-1,-1.421946952E0,2.474620907E0
2.325141929E1,8.534888327E-1,2.537282288E-1,-1.052999193E0,1.378995468E0
2.326142629E1,1.865767577E-1,-2.293277979E-3,-6.510478480E-1,6.772587733E-1
2.327143229E1,-2.755395126E-1,-1.000669098E-1,-9.122381473E-1,9.581825749E-1
2.328143929E1,-4.029386473E-1,-1.548927426E-3,-7.946154110E-1,8.909408533E-1
2.329144629E1,-3.594301003E-1,9.181531906E-2,-5.814447856E-1,6.897086983E-1
2.330145229E1,-1.733135185E-1,2.396235752E-1,-7.206297143E-1,7.789507164E-1
2.331145929E1,-1.829772118E-1,3.055754900E-1,-8.647836068E-1,9.352581070E-1
2.332146629E1,-1.738374290E-1,1.929908609E-1,-1.143885974E0,1.173004708E0
2.333147229E1,2.055650058E-1,-2.660190761E-2,-1.316464205E0,1.332682497E0
2.334147929E1,6.278871730E-1,-3.326217860E-1,-9.813626151E-1,1.211590746E0
2.335148629E1,5.807401961E-1,-7.838391387E-1,-1.517362694E-1,9.872623087E-1
2.336149229E1,2.697440448E-1,-1.162967924E0,8.041573361E-2,1.196546251E0
2.337149929E1,5.178022286E-1,-1.288367311E0,1.214115858E-1,1.393825760E0
2.338150629E1,8.508888683E-1,-1.439840602E0,4.753545128E-1,1.738710654E0
2.339151229E1,1.057828262E0,-1.409923908E0,1.328087447E0,2.206966770E0
2.340151929E1,1.397771639E0,-1.155732579E0,1.887740829E0,2.617832842E0
2.341152629E1,1.714014205E0,-4.111943310E-1,1.375223022E0,2.235657360E0
2.342153229E1,2.268277624E0,4.590140301E-1,9.493659201E-1,2.501414182E0
2.343153929E1,1.924362233E0,1.183709167E0,1.450866112E0,2.685023253E0
2.344154629E1,-8.113099426E-1,1.788633447E0,1.683544656E0,2.586842871E0
2.345155329E1,-2.928100534E0,1.645653237E0,1.147740605E0,3.549543043E0
2.346155929E1,-3.774552535E0,8.291743559E-1,5.554278919E-1,3.904263964E0
2.347156629E1,-3.519527102E0,-2.722463608E-2,-2.859674370E-1,3.531230604E0
2.348157329E1,-2.589495000E0,-4.859983456E-1,-6.802115670E-1,2.721096566E0
2.349157929E1,-1.017244492E0,-4.281255287E-1,-7.497185889E-1,1.334224789E0
2.350158629E1,2.742288592E-1,-8.073776901E-2,-9.631228106E-1,1.004651981E0
2.351159329E1,8.757193619E-1,3.327059859E-1,-8.733795986E-1,1.280769143E0
2.352159929E1,1.196066380E0,5.713489830E-1,-3.207431674E-1,1.363778071E0
2.353160629E1,9.274113795E-1,3.749468565E-1,5.361750573E-2,1.001774350E0
2.354161329E1,2.509858847E-2,-1.160432571E-1,3.653267249E-1,3.841348625E-1
2.355161929E1,-7.854982862E-1,-6.161608744E-1,4.692025110E-1,1.103092370E0
2.356162629E1,-9.985810572E-1,-6.664755803E-1,-1.488385355E-1,1.209754825E0
2.357163329E1,-6.921796480E-1,-1.464142799E-2,-5.996474603E-1,9.159170886E-1
2.358163929E1,2.165069005E-1,5.006280792E-1,-8.046587348E-1,9.721005046E-1
2.359164629E1,1.246166494E0,6.358794397E-1,-4.334093651E-1,1.464621886E0
2.360165329E1,2.140905679E0,6.474130726E-1,4.630518249E-1,2.284083581E0
2.361165929E1,2.002206507E0,4.159557188E-1,7.129217684E-1,2.165665603E0
2.362166629E1,1.546865990E0,1.745341247E-1,6.978722048E-1,1.705954914E0
2.363167329E1,1.778886431E0,1.735278189E-2,5.749941373E-1,1.869587204E0
2.364168029E1,1.988964026E0,-1.029799926E-1,4.243184066E-1,2.036327303E0
2.365168629E1,1.088959423E0,-2.078480512E-1,7.525998044E-1,1.339940261E0
2.366169329E1,3.007883745E-1,-3.315938455E-1,9.417186391E-1,1.042718620E0
2.367170029E1,-2.252844483E-2,-2.740356088E-1,6.366249597E-1,6.934654894E-1
2.368170629E1,4.507706255E-2,1.410172999E-2,4.411841154E-1,4.437051093E-1
2.369171329E1,7.298316237E-1,2.077141500E-1,4.156447931E-1,8.651935975E-1
2.370172029E1,1.557809347E0,1.795913815E-1,1.035306542E-1,1.571541161E0
2.371172629E1,1.830745387E0,-3.060491145E-2,-3.755024882E-1,1.869108732E0
2.372173329E1,1.768776303E0,2.638415730E-1,-5.032511401E-1,1.857806151E0
2.373174029E1,1.415066241E0,4.809089291E-1,-5.437663512E-1,1.590398601E0
2.374174629E1,6.849229610E-1,-9.849108517E-2,1.357738093E-2,6.921013666E-1
2.375175329E1,1.365009105E-1,-7.781351799E-1,7.261810608E-1,1.073063740E0
2.376176029E1,-3.446641266E-1,-1.343683725E0,1.232583558E0,1.855678189E0
2.377176629E1,-4.831475356E-1,-1.620961615E0,1.180273343E0,2.062521094E0
2.378177329E1,-2.020689556E-1,-1.354635560E0,8.877264731E-1,1.632154298E0
2.379178029E1,-2.214887282E-1,-7.374245256E-1,1.152814819E0,1.386302346E0
2.380178629E1,2.801377630E-1,-1.566451532E-1,8.882212937E-1,9.444320711E-1
2.381179329E1,5.410984129E-1,-8.172828734E-2,1.914705849E-1,5.797654614E-1
2.382180029E1,2.989014781E-1,-6.228863418E-2,-5.191238455E-1,6.022553732E-1
2.383180629E1,8.811227739E-2,1.283294266E-1,-9.247086503E-1,9.377197359E-1
2.384181329E1,2.209925920E-1,2.232379228E-1,-8.545634048E-1,9.104677417E-1
2.385182029E1,5.111290938E-1,5.017963529E-2,-2.741689253E-1,5.821851474E-1
2.386182729E1,4.917464510E-1,-4.162089032E-1,5.072788484E-1,8.199855201E-1
2.387183329E1,-6.530872107E-2,-9.311994982E-1,9.010372210E-1,1.297407341E0
2.388184029E1,-8.416572842E-1,-1.017975687E0,6.386165214E-1,1.467137534E0
2.389184729E1,-9.900064078E-1,-7.988933802E-1,1.879189861E-1,1.285945903E0
2.390185329E1,-8.071025786E-1,-3.579156715E-1,1.512310700E-1,8.957617076E-1
2.391186029E1,-3.741563129E-1,1.779483140E-2,-2.031308100E-2,3.751296093E-1
2.392186729E1,2.840138823E-2,9.346832693E-2,-4.949410772E-1,5.044894815E-1
2.393187329E1,3.698112470E-1,8.537051797E-2,-8.536595714E-1,9.342286378E-1
2.394188029E1,2.468361157E-1,-4.167895317E-2,-8.208799343E-1,8.582010660E-1
2.395188729E1,8.085675985E-2,-4.340809178E-1,-5.959201527E-1,7.416770774E-1
2.396189329E1,4.208717653E-1,-8.276915020E-1,-1.445384932E-1,9.397327499E-1
2.397190029E1,6.574050871E-1,-7.074563760E-1,4.273542809E-1,1.056081272E0
2.398190729E1,5.489787054E-1,-3.257676798E-1,3.705262153E-1,7.381001805E-1
2.399191329E1,3.345221311E-2,-1.568462974E-1,-3.655351782E-1,3.991688591E-1
2.400192029E1,-1.027689081E-1,-2.872906619E-1,-1.065974164E0,1.108782347E0
2.401192729E1,2.121688512E-1,-9.190770507E-2,-1.121559258E0,1.145145326E0
2.402193429E1,2.714254117E-1,2.252709997E-1,-9.381551997E-1,1.002274392E0
2.403194029E1,2.165449074E-1,7.222539246E-2,-9.306975147E-1,9.582828748E-1
2.404194729E1,6.036060253E-1,-2.270883143E-1,-8.179985726E-1,1.041648214E0
2.405195429E1,9.567062223E-1,-3.869967985E-1,-3.319999346E-1,1.084102059E0
2.406196029E1,6.573931003E-1,-4.665458286E-1,1.928179295E-1,8.288603335E-1
2.407196729E1,2.587670669E-1,-3.759262651E-1,3.916197534E-1,6.013709196E-1
2.408197429E1,-1.180324799E-1,-2.284483767E-1,2.651468177E-1,3.693550623E-1
2.409198029E1,-8.334796607E-2,-2.741034365E-1,4.898578003E-2,2.906530302E-1
2.410198729E1,3.899856028E-1,-5.464375055E-1,-3.273867738E-1,7.469034860E-1
2.411199429E1,7.616162109E-1,-8.248444927E-1,-1.024064685E0,1.519584209E0
2.412200029E1,8.561490235E-1,-7.701338500E-1,-1.386190059E0,1.802115473E0
2.413200729E1,7.227655560E-1,-4.094436747E-1,-1.115638222E0,1.390928759E0
2.414201429E1,6.566507962E-1,-1.820741093E-1,-4.298335004E-1,8.056662383E-1
2.415202029E1,3.535071632E-1,-2.956749845E-1,1.113438499E-1,4.741186179E-1
2.416202729E1,2.764855921E-2,-9.404831225E-1,4.183766122E-1,1.029714493E0
2.417203429E1,1.987383816E-1,-1.851463534E0,3.102228570E-1,1.887763858E0
2.418204029E1,3.017958498E-1,-1.940164041E0,2.621271694E-1,1.980915923E0
2.419204729E1,2.286656007E-1,-8.523679215E-1,7.597978730E-1,1.164522150E0
2.420205429E1,1.457637772E-1,9.363087952E-2,1.484078296E0,1.494156019E0
2.421206129E1,4.182074815E-2,4.074924588E-1,1.516962014E0,1.571296545E0
2.422206729E1,3.846544039E-1,1.869348997E-1,7.255388904E-1,8.422056451E-1
2.423207429E1,8.206391752E-1,-4.173081797E-1,3.560217583E-1,9.870897959E-1
2.424208129E1,7.511070102E-1,-7.441119862E-1,4.041889282E-1,1.131915668E0
2.425208729E1,3.361970660E-1,-5.878416395E-1,1.626954134E-1,6.964596599E-1
2.426209429E1,-4.615987918E-1,-2.643672377E-1,1.780735905E-1,5.609578278E-1
2.427210129E1,-9.012734485E-1,6.273828506E-2,6.196623333E-1,1.095541569E0
2.428210729E1,-1.097840174E0,3.894596457E-2,7.108481996E-1,1.308462838E0
2.429211429E1,-1.291151462E0,-2.735906357E-1,1.594735976E-1,1.329419333E0
2.430212129E1,-9.559840912E-1,-6.101171923E-1,-6.079350114E-1,1.286753103E0
2.431212729E1,-2.442589554E-1,-1.340930271E-1,-1.183227357E0,1.215594651E0
2.432213429E1,3.923528481E-1,5.603725898E-1,-1.376795923E0,1.537376079E0
2.433214129E1,5.202393481E-1,8.411599785E-1,-1.431819537E0,1.740202941E0
2.434214729E1,2.693604675E-1,8.915606385E-1,-1.483512140E0,1.751640289E0
2.435215429E1,-4.439109644E-1,9.553444058E-1,-1.557900417E0,1.880636485E0
2.436216129E1,-1.192658331E0,9.696917188E-1,-1.497311569E0,2.145851313E0
2.437216729E1,-1.359249890E0,8.139786118E-1,-1.177237177E0,1.973830999E0
2.438217429E1,-9.210820609E-1,5.774265790E-1,-8.170956163E-1,1.359948111E0
2.439218129E1,-1.777866384E-1,3.019396913E-1,-4.392660825E-1,5.618988852E-1
2.440218729E1,4.092200187E-1,1.679671168E-2,-3.356155604E-3,4.095783405E-1
2.441219429E1,7.119125390E-1,-2.588351870E-1,2.894580786E-1,8.109260734E-1
2.442220129E1,9.825441912E-1,-3.856168556E-1,2.487252049E-1,1.084415822E0
2.443220829E1,1.042120302E0,-5.141965431E-1,6.338030934E-2,1.163799756E0
2.444221429E1,5.621837649E-1,-5.551305610E-1,-2.773202822E-2,7.905628315E-1
2.445222129E1,-3.263652653E-2,-3.761771107E-1,-7.919103429E-2,3.858051080E-1
2.446222829E1,-2.674533981E-1,-2.250663471E-1,1.165396857E-1,3.684666594E-1
2.447223429E1,-4.885038775E-1,-1.280645478E-1,6.168461680E-1,7.972049685E-1
2.448224129E1,-3.506750643E-1,-1.825044644E-1,1.110716182E0,1.178970448E0
2.449224829E1,3.228391019E-1,-2.407187587E-1,1.545587497E0,1.597188566E0
2.450225429E1,6.654669356E-1,-1.611662203E-1,1.779219869E0,1.906421814E0
2.451226129E1,8.433023983E-1,-1.856286317E-1,1.507841381E0,1.737585265E0
2.452226829E1,7.431039262E-1,-1.917530054E-1,9.129830825E-1,1.192690559E0
2.453227429E1,5.918235934E-1,-2.265860385E-1,2.437378223E-1,6.789731398E-1
2.454228129E1,4.201996279E-1,-3.649206358E-1,-4.337205832E-1,7.055836889E-1
2.455228829E1,1.407649925E-1,-4.287751544E-1,-9.726947026E-1,1.072286296E0
2.456229429E1,-1.094838506E-1,-2.603981477E-1,-1.308249160E0,1.338398211E0
2.457230129E1,-2.963161317E-1,-3.661058664E-2,-1.210557243E0,1.246832957E0
2.458230829E1,-3.229867440E-1,-6.739149928E-2,-7.771336980E-1,8.442741472E-1
2.459231529E1,-5.222668701E-1,-1.207526046E-1,-3.896701455E-1,6.627116247E-1
2.460232129E1,-9.206341642E-1,-2.333951211E-1,-3.380845472E-2,9.503596995E-1
2.461232829E1,-1.140296807E0,-5.649924749E-1,2.249447250E-1,1.292320949E0
2.462233529E1,-9.379012844E-1,-6.890353078E-1,3.829917482E-1,1.225198414E0
2.463234129E1,-5.570367533E-1,-4.745968598E-1,7.101667066E-1,1.019739611E0
2.464234829E1,-3.680269691E-1,-3.241672969E-1,7.653362095E-1,9.089927392E-1
2.465235529E1,-7.517589748E-2,-1.225868762E-1,5.425176783E-1,5.612525181E-1
2.466236104E1,1.519945702E-1,1.935896158E-1,4.511163421E-1,5.138922483E-1
2.467236804E1,1.336755359E-1,3.530332464E-1,2.847057541E-1,4.728202495E-1
2.468237504E1,1.103708732E-1,4.253060013E-1,1.534155898E-1,4.654065616E-1
2.469238104E1,1.601391569E-1,4.565903592E-1,6.422099277E-2,4.881020811E-1
2.470238804E1,1.307174295E-1,5.098994243E-1,2.023136616E-4,5.263881745E-1
2.471239504E1,-2.288655755E-1,5.920691764E-1,8.001549169E-2,6.397873399E-1
2.472240104E1,-5.857152995E-1,5.699023819E-1,1.695597522E-1,8.346266510E-1
2.473240804E1,-3.814983693E-1,6.177127254E-1,2.575638561E-1,7.703565128E-1
2.474241504E1,-3.865009546E-3,7.728206456E-1,5.034066761E-1,9.223258481E-1
2.475242104E1,-1.522477546E-1,1.152157007E0,3.745762892E-1,1.221045676E0
2.476242804E1,-2.695899707E-1,1.076382354E0,2.694176240E-1,1.141868461E0
2.477243504E1,-2.015947464E-1,3.032623315E-1,2.522233017E-1,4.429729985E-1
2.478244104E1,-4.594946712E-1,-9.743449330E-2,1.337258220E-2,4.699017550E-1
2.479244804E1,-9.344578591E-1,-2.924672019E-1,-4.967794418E-2,9.804164691E-1
2.480245504E1,-1.112333083E0,-4.816146880E-1,1.392464706E-1,1.220093101E0
2.481246204E1,-7.805646980E-1,-3.593687046E-1,4.193073428E-1,9.561619953E-1
2.482246804E1,-6.191520175E-1,-1.157374477E-1,5.519689715E-1,8.375047004E-1
2.483247504E1,-7.388839906E-1,1.364740133E-3,4.678132126E-1,8.745287966E-1
2.484248204E1,-6.884160876E-1,-5.938256800E-2,3.002311349E-1,7.533802051E-1
2.485248804E1,-3.839235020E-1,-2.066014248E-1,2.045464209E-1,4.815813975E-1
2.486249504E1,-4.925776327E-1,-3.297320920E-1,2.538628609E-1,6.448273636E-1
2.487250204E1,-4.607275566E-1,-4.425330681E-1,3.285331205E-1,7.183588303E-1
2.488250804E1,-7.195992887E-2,-1.618246168E-1,2.592013688E-1,3.139279974E-1
2.489251504E1,6.409858131E-1,2.237542319E-1,2.433331950E-1,7.212071913E-1
2.490252204E1,1.143439685E0,5.720687753E-1,2.405326711E-1,1.300989225E0
2.491252804E1,1.089326921E0,8.862794334E-1,2.279212502E-1,1.422699009E0
2.492253504E1,5.694313887E-1,1.030982233E0,1.355428442E-2,1.177862552E0
2.493254204E1,-1.862934601E-1,9.011161584E-1,-1.923655012E-1,9.400638650E-1
2.494254804E1,-7.146838269E-1,7.116155005E-1,-4.200930624E-1,1.092541887E0
2.495255504E1,-7.404633236E-1,6.528960067E-1,-4.580996718E-1,1.088308062E0
