"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.167955667E0,3.006701146E0,-3.934596090E0,2.010013271E0,5.344291490E0
3.177962667E0,3.499260360E0,-3.510717979E0,2.324275531E0,5.474689082E0
3.187969667E0,3.041574233E0,-3.048990256E0,2.185328292E0,4.829407328E0
3.197976667E0,1.483253839E0,-2.335806533E0,1.490433343E0,3.142837199E0
3.207982667E0,-8.789455631E-1,-1.890718231E0,5.550644875E-1,2.157650880E0
3.217989667E0,-3.026679035E0,-1.515586018E0,-3.154330185E-1,3.399600705E0
3.227996667E0,-4.935603742E0,-9.522360259E-1,-1.361702797E0,5.207799176E0
3.238002667E0,-5.671607394E0,1.835540396E-1,-1.171723545E0,5.794286719E0
3.248009667E0,-4.721789777E0,1.162726434E0,-2.279288515E-1,4.868180668E0
3.258016667E0,-3.031527254E0,1.987510700E0,-3.547280619E-1,3.642277896E0
3.268023667E0,-1.519888838E0,2.216281843E0,-2.238036409E-1,2.696674871E0
3.278029667E0,-2.111739475E-1,2.785431104E0,9.104462680E-1,2.938049230E0
3.288036667E0,6.081984285E-1,4.209007675E0,2.945601836E0,5.173221541E0
3.298043667E0,8.849543081E-1,6.721610620E0,4.732477025E0,8.267982357E0
3.308050667E0,4.966130885E-1,7.216847566E0,5.748204750E0,9.239662938E0
3.318056667E0,-7.325813500E-1,4.948410898E0,5.590788349E0,7.502023741E0
3.328063667E0,-2.018594791E0,1.597912475E0,4.106962945E0,4.847184114E0
3.338070667E0,-2.025637178E0,-1.733725169E0,1.190026499E0,2.919789719E0
3.348077667E0,-5.583294996E-1,-4.507579955E0,-2.097888005E0,5.003113327E0
3.358083667E0,1.611753566E0,-5.876766311E0,-4.047815142E0,7.315663966E0
3.368090667E0,2.828199101E0,-5.007863633E0,-2.768547269E0,6.382966575E0
3.378097667E0,2.193834967E0,-2.534151689E0,4.243090510E-2,3.352109340E0
3.388104667E0,1.709851864E0,-1.504979753E-1,2.155397710E0,2.755355209E0
3.398110667E0,1.252435001E0,1.026189271E0,2.778826674E0,3.216136740E0
3.408117667E0,9.734437309E-1,1.721819653E0,1.421108462E0,2.435529691E0
3.418124667E0,1.196643281E0,2.584519020E0,-3.219073480E-1,2.866237612E0
3.428131667E0,1.126066146E0,3.125424474E0,-1.965226084E0,3.859846716E0
3.438137667E0,9.907039075E-1,2.753734517E0,-3.402819601E0,4.488176607E0
3.448144667E0,1.101745456E0,2.190094503E0,-3.945772751E0,4.645371846E0
3.458151667E0,1.305716000E0,2.050362421E0,-3.208790275E0,4.025570190E0
3.468158667E0,1.250278548E0,1.955731083E0,-2.088972463E0,3.122801061E0
3.478164667E0,1.193492875E0,1.962106887E0,-1.347081834E0,2.662502234E0
3.488171667E0,6.916392922E-1,1.893132547E0,-8.961059716E-1,2.205747416E0
3.498178667E0,5.259536858E-1,1.821873699E0,-3.064046252E-1,1.920868254E0
3.508184667E0,-1.048679124E-1,1.079159197E0,-7.789242616E-1,1.335029909E0
3.518191667E0,-8.059033877E-1,2.681264126E-1,-1.501346586E0,1.724938728E0
3.528198667E0,-8.690695428E-1,3.092183053E-2,-1.269926654E0,1.539139934E0
3.538205667E0,-9.877897283E-1,4.542526424E-2,-7.383767447E-1,1.234095709E0
3.548211667E0,-1.368152861E0,4.053418529E-1,-7.477857918E-2,1.428893314E0
3.558218667E0,-1.480814673E0,1.015492959E0,-7.536008477E-2,1.797141393E0
3.568225667E0,-1.521168062E0,1.487908807E0,-5.430440739E-1,2.196069616E0
3.578232667E0,-1.657981214E0,1.625274521E0,-1.237730423E0,2.631044579E0
3.588238667E0,-1.127389371E0,1.454955654E0,-1.684622298E0,2.495166334E0
3.598245667E0,-2.571109162E-1,9.164376175E-1,-1.786431678E0,2.024179357E0
3.608252667E0,6.536982447E-1,2.654975045E-1,-2.079266378E0,2.195713777E0
3.618259667E0,1.287805393E0,-2.204569870E-1,-2.315949096E0,2.659072062E0
3.628265667E0,1.518435512E0,-4.760955012E-1,-2.581571146E0,3.032626405E0
3.638273083E0,1.559855434E0,-5.721711016E-1,-2.502900952E0,3.004170754E0
3.648280083E0,1.224266917E0,-4.578252912E-1,-2.000466668E0,2.389623479E0
3.658287083E0,6.131913659E-1,-2.595871389E-1,-1.383183713E0,1.535117689E0
3.668293083E0,3.339600675E-2,-1.767239070E-1,-9.793440101E-1,9.957215086E-1
3.678300083E0,-6.003048335E-1,-3.849648911E-1,-8.868451515E-1,1.138006232E0
3.688307083E0,-1.285452181E0,-9.252657437E-1,-9.122673833E-1,1.827767979E0
3.698314083E0,-1.963293872E0,-1.632702239E0,-1.019198924E0,2.749364631E0
3.708320083E0,-3.127054678E0,-2.047297311E0,-1.001763404E0,3.869551286E0
3.718327083E0,-3.411050726E0,-1.665967049E0,-1.310393772E0,4.015948842E0
3.728334083E0,-2.223121331E0,-9.502175671E-1,-1.908389394E0,3.080118822E0
3.738340083E0,-5.869134671E-1,-7.862224638E-2,-2.897490945E0,2.957381046E0
3.748347083E0,4.313083874E-1,8.564913779E-1,-3.747385494E0,3.868139404E0
3.758354083E0,1.004656972E0,1.926478633E0,-3.584164270E0,4.191287281E0
3.768361083E0,8.648163512E-1,2.575112019E0,-2.789689046E0,3.893773774E0
3.778367083E0,5.522495648E-1,2.541630862E0,-1.368962408E0,2.939204841E0
3.788374083E0,2.091790237E-1,1.704232398E0,-7.861873806E-3,1.717039818E0
3.798381083E0,-2.591469897E-1,3.340718955E-1,6.983721417E-1,8.163852289E-1
3.808388083E0,-6.173374072E-1,-7.234403247E-1,9.191752839E-1,1.322631687E0
3.818394083E0,-1.775840324E-1,-1.474798765E0,6.926769537E-1,1.639014597E0
3.828401083E0,1.160154828E-1,-1.903737057E0,-2.275569686E-1,1.920795811E0
3.838408083E0,5.376250937E-1,-1.784842113E0,-1.078183882E0,2.153411849E0
3.848415083E0,8.131480148E-1,-1.355550064E0,-1.815194132E0,2.407001331E0
3.858421083E0,8.094070394E-1,-8.351765227E-1,-1.930738622E0,2.253976753E0
3.868428083E0,1.148816346E-1,-2.521442181E-1,-1.121345689E0,1.155071708E0
3.878435083E0,-6.448066762E-1,1.781629068E-1,-1.117256731E-1,6.782332173E-1
3.888442083E0,-9.331417970E-1,2.762511188E-1,7.120400083E-1,1.205847945E0
3.898448083E0,-9.663921350E-1,5.601515651E-2,1.087667773E0,1.456046923E0
3.908455083E0,-9.461861312E-1,-1.512201065E-1,7.885759681E-1,1.240962438E0
3.918462083E0,-8.076745825E-1,-2.601999271E-1,-1.207549435E-1,8.571020882E-1
3.928469083E0,-1.488294724E-1,-7.885204196E-2,-8.877426991E-1,9.035789706E-1
3.938475083E0,6.229157972E-1,9.876181126E-2,-1.211094894E0,1.365477509E0
3.948482083E0,1.200597095E0,7.372052550E-2,-1.149446238E0,1.663759224E0
3.958489083E0,1.554086717E0,-4.515278399E-2,-9.052059934E-1,1.799061474E0
3.968495083E0,1.637880826E0,-1.682939762E-1,-8.268185127E-1,1.842445471E0
3.978502083E0,1.441553105E0,-1.743815124E-1,-7.835166648E-1,1.649964433E0
3.988509083E0,1.140258508E0,-1.014287263E-1,-6.000275293E-1,1.292482219E0
3.998516083E0,8.250574044E-1,-4.266947150E-2,-3.714405736E-1,9.058192447E-1
4.008522083E0,4.625311303E-1,-2.663582146E-2,-3.032155538E-1,5.537004475E-1
4.018529083E0,8.703799769E-3,-3.974586368E-2,-4.617318159E-1,4.635210455E-1
4.028536083E0,-3.496050604E-1,-1.150229180E-1,-7.117590496E-1,8.012832924E-1
4.038543083E0,-3.820373729E-1,-1.615533060E-1,-7.649938551E-1,8.702112521E-1
4.048549083E0,-1.539831351E-1,-8.214753270E-2,-7.000207642E-1,7.214486075E-1
4.058556083E0,1.571750936E-1,8.178792894E-2,-5.987329558E-1,6.243992534E-1
4.068563083E0,3.893131730E-1,2.782912123E-1,-6.230509409E-1,7.856228233E-1
4.078570083E0,6.235888848E-1,3.548534846E-1,-7.844355547E-1,1.063072543E0
4.088576083E0,6.912556417E-1,2.872643495E-1,-9.308998284E-1,1.194541610E0
4.098583083E0,5.494950145E-1,1.792645222E-1,-8.980013466E-1,1.067935840E0
4.108590083E0,3.310444630E-1,1.734728551E-1,-7.301058581E-1,8.202059693E-1
4.118597083E0,5.561981164E-2,2.307317144E-1,-6.474309066E-1,6.895632431E-1
4.128603083E0,-2.497302317E-1,2.567787212E-1,-6.421672431E-1,7.353089611E-1
4.138610083E0,-3.805705623E-1,3.106625676E-1,-5.435223761E-1,7.326402645E-1
4.148617083E0,-3.597325476E-1,4.234191048E-1,-1.771577704E-1,5.831604579E-1
4.158623083E0,-3.546894702E-1,4.817550212E-1,2.508937910E-1,6.487219860E-1
4.168630083E0,-3.936080625E-1,4.552677190E-1,4.821941471E-1,7.711726126E-1
4.178637083E0,-3.944659587E-1,3.954366696E-1,5.889631355E-1,8.116964501E-1
4.188644083E0,-4.287546891E-1,3.219149494E-1,5.405660239E-1,7.613615726E-1
4.198650083E0,-3.857798468E-1,2.745232666E-1,3.712470308E-1,6.016755537E-1
4.208657083E0,-3.402838312E-1,2.857411498E-1,1.972353548E-1,4.861510831E-1
4.218664083E0,-3.746747417E-1,2.470583099E-1,-4.184355229E-2,4.507436671E-1
4.228671083E0,-4.958924923E-1,1.798884201E-1,-4.074234617E-1,6.665306330E-1
4.238677083E0,-6.829512068E-1,-7.454205930E-2,-8.839525339E-1,1.119531577E0
4.248684083E0,-6.131000397E-1,-4.645086586E-1,-1.391805433E0,1.590214550E0
4.258691083E0,-6.012435126E-2,-7.025757051E-1,-1.707316512E0,1.847202542E0
4.268698083E0,3.790049703E-1,-5.819686961E-1,-1.833338627E0,1.960475160E0
4.278704083E0,6.167137286E-1,-1.875757545E-1,-1.494215907E0,1.627329611E0
4.288711083E0,8.333165965E-1,3.729874545E-1,-8.614387071E-1,1.255234176E0
4.298718083E0,9.032519270E-1,8.600266045E-1,-2.690955886E-1,1.275900560E0
4.308725083E0,7.998439912E-1,1.100467620E0,3.410341752E-1,1.402527612E0
4.318731083E0,3.190422124E-1,9.994710034E-1,9.401238111E-1,1.408745186E0
4.328738083E0,1.690935829E-1,7.729142010E-1,1.188188134E0,1.427508334E0
4.338745083E0,3.778823415E-1,2.749460202E-1,1.096498823E0,1.191931226E0
4.348752083E0,3.371014475E-1,-2.740011102E-1,5.385358706E-1,6.919066977E-1
4.358758083E0,1.294098825E-1,-5.899717802E-1,-2.139668700E-1,6.407772160E-1
4.368765083E0,1.194284295E-1,-5.567946786E-1,-6.568206578E-1,8.693082540E-1
4.378772083E0,3.447899149E-1,-2.715967351E-1,-6.453142145E-1,7.804327693E-1
4.388778083E0,6.234848774E-1,1.823120910E-1,-4.171967903E-1,7.720260700E-1
4.398785083E0,7.867893514E-1,6.592069066E-1,-3.399913242E-1,1.081288736E0
4.408792083E0,8.899516310E-1,1.013201435E0,-3.101550293E-1,1.383758359E0
4.418799083E0,1.038617235E0,1.199167451E0,-3.013593552E-1,1.614789707E0
4.428805083E0,1.137184188E0,1.235149462E0,-4.965084234E-1,1.750800584E0
4.438812083E0,1.137875767E0,1.105402086E0,-8.580952692E-1,1.803608196E0
4.448819083E0,9.532035208E-1,8.342169946E-1,-1.148616225E0,1.709922273E0
4.458826083E0,7.662703753E-1,4.415232539E-1,-1.251457347E0,1.532402872E0
4.468832083E0,7.440902784E-1,6.814929843E-2,-1.157430903E0,1.377665041E0
4.478839083E0,6.786684868E-1,-1.325271428E-1,-7.375388387E-1,1.010998465E0
4.488846083E0,7.260916715E-1,-4.724959552E-2,-2.664576173E-1,7.748814758E-1
4.498853083E0,7.118086047E-1,1.886364394E-1,1.188768178E-2,7.364757383E-1
4.508859083E0,5.717860624E-1,3.371627337E-1,3.368142396E-2,6.646446031E-1
4.518866083E0,1.459000173E-1,3.431344950E-1,-1.121250379E-1,3.893586019E-1
4.528873083E0,-3.427269441E-1,3.236574197E-1,-3.177122632E-1,5.684689663E-1
4.538880083E0,-8.442059393E-1,3.059736854E-1,-2.824424431E-1,9.413167893E-1
4.548886083E0,-1.127039123E0,2.207218659E-1,-1.753720307E-1,1.161761884E0
4.558893083E0,-1.102230264E0,5.585260391E-2,-1.223509410E-1,1.110405701E0
4.568900083E0,-1.106538200E0,-2.517775977E-1,-1.610454753E-1,1.146191254E0
4.578906083E0,-8.507274851E-1,-4.829203713E-1,-7.182865888E-2,9.808713958E-1
4.588913083E0,-2.899279024E-1,-5.386121768E-1,-7.675464571E-2,6.164840153E-1
4.598920083E0,5.984173523E-1,-4.057564205E-1,-2.208098665E-1,7.559752624E-1
4.608927083E0,1.643660067E0,-4.937856674E-2,-2.336117604E-1,1.660912735E0
4.618933083E0,2.256758755E0,4.224525601E-1,-1.333524773E-1,2.299828065E0
4.628940083E0,2.527004637E0,8.224506426E-1,-2.522959533E-1,2.669425171E0
4.638946167E0,2.630873407E0,9.339886200E-1,-5.446263304E-1,2.844371189E0
4.648953167E0,2.454272291E0,8.107550418E-1,-8.435602605E-1,2.718891342E0
4.658959167E0,1.979260571E0,3.043984455E-1,-9.668970421E-1,2.223740253E0
4.668966167E0,1.460714869E0,-2.012939072E-1,-8.205540982E-1,1.687458501E0
4.678973167E0,1.170677770E0,-5.416375262E-1,-5.485533205E-1,1.401701964E0
4.688980167E0,8.411745965E-1,-7.880198979E-1,-2.542880997E-1,1.180344229E0
4.698986167E0,3.727325159E-1,-1.024584210E0,-1.521220395E-1,1.100837611E0
4.708993167E0,-1.293637991E-1,-1.104071259E0,-2.024434698E-1,1.129907827E0
4.719000167E0,-5.700421304E-1,-1.128371703E0,-3.641026103E-1,1.315576467E0
4.729007167E0,-5.411963537E-1,-1.270476000E0,-6.875179553E-1,1.542622345E0
4.739013167E0,-2.539934000E-1,-1.539573051E0,-1.116390173E0,1.918625770E0
4.749020167E0,4.163188308E-2,-2.045698682E0,-1.343907381E0,2.447999869E0
4.759027167E0,2.336266708E-1,-2.381733488E0,-1.351005316E0,2.748172337E0
4.769034167E0,2.428652716E-1,-2.045757154E0,-1.218787783E0,2.393647747E0
4.779040167E0,1.212376311E-1,-1.254713661E0,-1.441738462E0,1.915101754E0
4.789047167E0,2.999028137E-1,-3.685500026E-1,-1.629202681E0,1.697077540E0
4.799054167E0,6.648406988E-1,5.295016301E-1,-1.345974956E0,1.591864854E0
4.809060167E0,5.836301824E-1,1.193926592E0,-8.973841730E-1,1.603553320E0
4.819067167E0,3.910097426E-1,1.593720022E0,-4.229697463E-1,1.694619584E0
4.829074167E0,2.653931317E-1,1.810811936E0,-1.847813702E-1,1.839461209E0
4.839081167E0,2.722840753E-1,1.780338002E0,-1.890720570E-1,1.810936295E0
4.849087167E0,4.732011294E-1,1.508473465E0,-3.903650871E-1,1.628433727E0
4.859094167E0,5.958567104E-1,1.278346937E0,-4.012942640E-1,1.466374167E0
4.869101167E0,7.114444694E-1,1.323012648E0,-3.169185036E-1,1.535237128E0
4.879108167E0,3.722252700E-1,1.202878094E0,-4.638248268E-1,1.341864684E0
4.889114167E0,5.494920909E-3,1.076278859E0,-7.301538053E-1,1.300588696E0
4.899121167E0,-9.041549563E-2,1.277525988E0,-9.638398254E-1,1.602883284E0
4.909128167E0,-1.763298047E-1,1.575479048E0,-1.020783374E0,1.885530463E0
4.919135167E0,-3.259179533E-1,1.701577177E0,-8.525100088E-1,1.930896351E0
4.929141167E0,-6.865151578E-1,1.646298185E0,-7.435553312E-1,1.932479057E0
4.939148167E0,-1.319049990E0,1.458472170E0,-4.840769506E-1,2.025182570E0
4.949155167E0,-1.780382734E0,1.447047295E0,-2.768951896E-1,2.310926113E0
4.959162167E0,-2.052047004E0,1.554775811E0,-3.705441955E-1,2.601062808E0
4.969168167E0,-2.510469881E0,1.448415543E0,-9.206136990E-1,3.041035381E0
4.979175167E0,-2.377433153E0,1.651758315E0,-1.470234282E0,3.246857369E0
4.989182167E0,-1.758096656E0,2.191732308E0,-1.551098790E0,3.209439487E0
4.999188167E0,-9.961722967E-1,2.815079995E0,-1.178266579E0,3.210194193E0
5.009195167E0,-2.642046851E-1,3.125142639E0,-5.740819716E-1,3.188399401E0
5.019202167E0,5.765705466E-1,3.202346351E0,-3.671735680E-1,3.274488078E0
5.029209167E0,1.418495049E0,3.141223066E0,-6.134306632E-1,3.500815296E0
5.039215167E0,1.855241712E0,2.857336069E0,-9.359369123E-1,3.533025492E0
5.049222167E0,1.805380165E0,2.341512246E0,-5.778405619E-1,3.012636196E0
5.059229167E0,1.210844341E0,1.688939590E0,5.390324454E-1,2.146908692E0
5.069236167E0,3.073352095E-1,9.946973366E-1,8.017000437E-1,1.314001782E0
5.079242167E0,-4.483434463E-1,7.275865853E-2,3.533155207E-1,5.754455017E-1
5.089249167E0,-6.535833469E-1,-8.120648181E-1,-1.225272346E-1,1.049587244E0
5.099256167E0,-1.952019855E-1,-1.298268401E0,-1.154018176E0,1.747959555E0
5.109263167E0,1.025545492E0,-1.473349825E0,-2.228504717E0,2.861596851E0
5.119269167E0,2.438827456E0,-1.666056511E0,-2.841023799E0,4.098175189E0
5.129276167E0,3.389638515E0,-2.078982788E0,-3.275978583E0,5.152072823E0
5.139283167E0,4.500446644E0,-2.487522483E0,-3.967319448E0,6.494721834E0
5.149290167E0,5.136616983E0,-2.799542189E0,-3.545232339E0,6.840390547E0
5.159296167E0,5.026210442E0,-3.173419590E0,-2.711545687E0,6.533441919E0
5.169303167E0,4.946439217E0,-3.869161069E0,-2.384933084E0,6.717557155E0
5.179310167E0,4.491757974E0,-4.403447476E0,-2.202250865E0,6.664544114E0
5.189317167E0,3.849216217E0,-4.632308666E0,-1.585863118E0,6.228138638E0
5.199323167E0,3.191186355E0,-4.684270533E0,-8.162514246E-1,5.726458518E0
5.209330167E0,2.563381628E0,-4.474066638E0,-7.905897492E-1,5.216630120E0
5.219337167E0,2.275612079E0,-3.857171938E0,-1.103485880E0,4.612360218E0
5.229343167E0,2.305697173E0,-3.085368124E0,-1.414027483E0,4.103073194E0
5.239350167E0,2.149111076E0,-2.480021090E0,-2.099155097E0,3.895591758E0
5.249357167E0,2.139776581E0,-2.094217123E0,-3.070229098E0,4.288437465E0
5.259364167E0,2.198748090E0,-1.960667303E0,-3.652619378E0,4.692583271E0
5.269370167E0,2.432860080E0,-1.543111786E0,-3.996678903E0,4.926808744E0
5.279377167E0,2.958246147E0,-8.072701013E-1,-3.938171663E0,4.991202393E0
5.289384167E0,2.974130108E0,-3.606486601E-1,-3.401787860E0,4.532954666E0
5.299391167E0,2.369166360E0,-1.148621196E-1,-2.501544106E0,3.447298284E0
5.309397167E0,1.639452265E0,4.184887326E-1,-1.592953452E0,2.323884087E0
5.319404167E0,9.172959888E-1,1.404789467E0,-1.032823595E0,1.970175108E0
5.329411167E0,3.446196878E-1,2.422425431E0,-8.580164049E-1,2.592894107E0
5.339418167E0,-8.846135616E-2,3.041315786E0,-1.024284832E0,3.210387288E0
5.349424167E0,-4.165813708E-1,2.943314112E0,-1.077792776E0,3.162004945E0
5.359431167E0,-6.990939805E-1,1.961688811E0,-6.071497303E-1,2.169236313E0
5.369438167E0,-6.609236491E-1,5.841117007E-1,2.432511878E-1,9.149741467E-1
5.379445167E0,-1.012740675E-1,-5.998582524E-1,6.920928168E-1,9.214547340E-1
5.389451167E0,5.817389005E-1,-1.540392246E0,4.443100369E-1,1.705473491E0
5.399458167E0,1.038344755E0,-2.257958457E0,-3.565273963E-2,2.485519532E0
5.409465167E0,9.288512564E-1,-2.797455318E0,-5.951412304E-1,3.007110573E0
5.419471167E0,3.155218962E-1,-3.125941368E0,-9.533638076E-1,3.283285863E0
5.429478167E0,-5.547586781E-1,-3.419370437E0,-1.100447155E0,3.634671281E0
5.439485167E0,-1.339190140E0,-3.609577439E0,-1.292022113E0,4.061009808E0
5.449492167E0,-1.610052757E0,-3.642990183E0,-1.331508360E0,4.199590679E0
5.459498167E0,-1.298507552E0,-3.570126275E0,2.666222164E-1,3.808281881E0
5.469505167E0,-4.845181230E-1,-2.939954302E0,2.241314943E0,3.728482504E0
5.479512167E0,-2.437017158E-1,-2.402686985E0,1.296152294E0,2.740858632E0
5.489519167E0,-7.317734841E-1,-2.149204924E0,-2.555008122E-1,2.284700178E0
5.499525167E0,-1.217498180E0,-1.871405463E0,-1.276242524E-1,2.236235268E0
5.509532167E0,-7.361094868E-1,-1.517170613E0,1.034217498E-1,1.689485101E0
5.519539167E0,-3.685578963E-1,-1.324068071E0,4.211825448E-1,1.437492927E0
5.529546167E0,-4.627609259E-1,-1.454546349E0,1.705811146E0,2.289026960E0
5.539552167E0,4.211872226E-1,-1.425302085E0,2.153842351E0,2.616853374E0
5.549559167E0,1.661790091E0,-1.661961122E0,2.364105302E-1,2.362107325E0
5.559566167E0,2.870782618E0,-2.156140891E0,-2.598142447E0,4.431780744E0
5.569573167E0,3.077011283E0,-2.680091175E0,-3.524920281E0,5.392211989E0
5.579579167E0,1.886620210E0,-2.838738415E0,-1.384625929E0,3.678989069E0
5.589586167E0,7.234374011E-1,-2.438381313E0,5.881451100E-1,2.610551622E0
5.599593167E0,-4.341212636E-1,-1.833755241E0,1.370073963E0,2.329854549E0
5.609599167E0,-1.403363332E0,-1.264920561E0,1.343484920E0,2.318276169E0
5.619606167E0,-1.463297000E0,-4.217380303E-1,1.796797330E0,2.355330491E0
5.629613167E0,-1.305370137E0,3.407213491E-1,2.558888335E0,2.892748130E0
5.639621042E0,-1.522224947E0,1.130699480E0,3.789709103E0,4.237634386E0
5.649627042E0,-1.532886175E0,1.769836403E0,4.784710495E0,5.326867319E0
5.659634042E0,-1.635115677E0,2.135665696E0,4.894854496E0,5.585183236E0
5.669641042E0,-1.487161826E0,2.303143401E0,3.779761235E0,4.669337728E0
5.679648042E0,-1.658601019E0,2.269714869E0,2.095346805E0,3.506143346E0
5.689654042E0,-2.286726466E0,2.006755056E0,1.811753338E0,3.540993356E0
5.699661042E0,-2.903459491E0,1.925596288E0,2.841833931E0,4.496000241E0
5.709668042E0,-3.339144007E0,2.101141981E0,3.959419860E0,5.589426263E0
5.719675042E0,-3.530367547E0,2.460633477E0,4.888158849E0,6.512473345E0
5.729681042E0,-3.369059824E0,2.932465773E0,5.154332877E0,6.820342148E0
5.739688042E0,-3.194716319E0,3.476866109E0,4.780429748E0,6.719175461E0
5.749695042E0,-2.998794249E0,3.965748301E0,3.931571326E0,6.338547122E0
5.759701042E0,-2.718602691E0,4.304808456E0,3.191119112E0,6.008778380E0
5.769708042E0,-2.150847115E0,4.489885696E0,3.311187007E0,5.979061487E0
5.779715042E0,-1.386159946E0,4.644955024E0,4.070330431E0,6.329663213E0
5.789722042E0,-7.934847057E-1,4.905682370E0,4.754807834E0,6.877756541E0
5.799728042E0,-9.447761482E-1,5.065568635E0,4.336101000E0,6.734564533E0
5.809735042E0,-1.458700503E0,5.132032181E0,3.620071437E0,6.447517249E0
5.819742042E0,-1.999589294E0,5.073257723E0,3.376547769E0,6.413842538E0
5.829749042E0,-2.399043000E0,4.887840761E0,3.411586039E0,6.425364886E0
5.839755042E0,-2.385664279E0,4.677051560E0,3.120553744E0,6.107705053E0
5.849762042E0,-1.942012053E0,4.476651692E0,1.981874569E0,5.266844216E0
5.859769042E0,-1.075339504E0,4.327007995E0,5.984227610E-1,4.498606789E0
5.869776042E0,9.497515440E-2,4.099995110E0,-8.219840348E-1,4.182659194E0
5.879782042E0,1.597594679E0,3.550725213E0,-2.071560917E0,4.410365397E0
5.889789042E0,2.946768063E0,2.449117386E0,-3.366292337E0,5.100347251E0
5.899796042E0,3.881401338E0,7.923977083E-1,-4.698986805E0,6.146026966E0
5.909802042E0,4.182047625E0,-1.809173546E0,-5.227362846E0,6.934547829E0
5.919809042E0,3.634358523E0,-4.072809066E0,-4.613574187E0,7.147125460E0
5.929816042E0,2.240432306E0,-4.951223409E0,-3.700836103E0,6.574978177E0
5.939823042E0,4.323399094E-1,-4.336313254E0,-3.206831165E0,5.410572664E0
5.949829042E0,-1.482011598E0,-2.776043984E0,-3.168514361E0,4.465675966E0
5.959836042E0,-3.870413251E0,-1.221846462E0,-2.786668959E0,4.923264303E0
5.969843042E0,-5.800198191E0,1.780424541E-1,-1.287815334E0,5.944111919E0
5.979850042E0,-6.789333072E0,1.242526894E0,9.588451338E-1,6.968378623E0
5.989856042E0,-7.072614298E0,1.869772335E0,2.165080115E0,7.629252486E0
5.999863042E0,-6.342029260E0,2.163876758E0,1.890061004E0,6.962472863E0
6.009870042E0,-4.668001240E0,2.022418578E0,1.315918221E0,5.254717237E0
6.019877042E0,-2.688890650E0,1.271215673E0,1.129912444E0,3.181638626E0
6.029883042E0,-6.307324281E-1,-5.271206439E-2,1.262594538E0,1.412355099E0
6.039890042E0,1.406819621E0,-1.856555874E0,1.049947677E0,2.555059937E0
6.049897042E0,3.143231877E0,-3.847707050E0,8.643137830E-1,5.042994596E0
6.059903042E0,3.827775646E0,-6.576823035E0,1.957922620E0,7.857475970E0
6.069910042E0,2.655968194E0,-1.054649423E1,3.517420642E0,1.143043987E1
6.079917042E0,5.952439222E-1,-1.461429925E1,2.502003990E0,1.483887064E1
6.089924042E0,-4.166988999E-1,-1.569171189E1,-3.669952279E-1,1.570153322E1
6.099930042E0,-3.966350564E-1,-1.021158911E1,-8.292287350E-2,1.021962562E1
6.109937042E0,-8.476565275E-1,-3.570163697E0,4.063415221E0,5.475028189E0
6.119944042E0,-9.970920637E-1,4.783607125E-2,5.361793842E0,5.453926483E0
6.129951042E0,-6.519318008E-1,2.062006567E0,4.469815128E0,4.965494279E0
